,Unnamed: 0,pro_id,activity
209,209,1630132,11791227349
210,210,1630132,11790952883
211,211,1630132,11790871353
212,212,1630132,11790977077
213,213,1630132,11790926007
214,214,1630132,11790918766
215,215,1630132,11790874914
216,216,1630132,11790923862
217,217,1630132,11791214047
218,218,1630132,11887995287
219,219,1630132,11888137991
220,220,1630132,11888086386
221,221,1630132,11887469913
222,222,1630132,11887912856
223,223,1630132,11888408744
224,224,1630132,11888315396
225,225,1630132,11888042087
226,226,1630132,11888264029
227,227,1630132,11887911948
228,228,1630132,11887931193
229,229,1630132,11888158039
230,230,1630132,11888017571
231,231,1630132,11888134894
232,232,1630132,11887983916
233,233,1630132,11870832654
234,234,1630132,11870915629
235,235,1630132,11872215807
236,236,1630132,11871165077
237,237,1630132,11870850418
238,238,1630132,11870724756
239,239,1630132,11870744413
240,240,1630132,11871139591
241,241,1630132,11870960571
242,242,1630132,11870919980
243,243,1630132,11941002517
244,244,1630132,11870864475
245,245,1630132,11871045521
246,246,1630132,11871194742
247,247,1630132,11870722505
248,248,1630132,11870910541
249,249,1630132,11870743732
250,250,1630132,11870850769
251,251,1630132,11870810082
252,252,1630132,11870869197
253,253,1630132,11870740623
254,254,1630132,11870823663
255,255,1630132,11870767604
256,256,1630132,11871403515
257,257,1630132,11871234533
258,258,1630132,11870727781
259,259,1630132,11870907562
260,260,1630132,11870802819
261,261,1630132,11870896563
262,262,1630132,11870827753
263,263,1630132,11870937832
264,264,1630132,11870926068
265,265,1630132,11863315302
266,266,1630132,11863418959
267,267,1630132,11862954024
268,268,1630132,11868321773
269,269,1630132,11914339627
270,270,1630132,11862977336
271,271,1630132,11863126505
272,272,1630132,11863232818
273,273,1630132,11863410476
274,274,1630132,11863182713
275,275,1630132,11862967177
276,276,1630132,11863444323
277,277,1630132,11863073275
278,278,1630132,11941002546
279,279,1630132,11863113220
280,280,1630132,11863583216
281,281,1630132,11863862592
282,282,1630132,11863293505
283,283,1630132,11862965128
284,284,1630132,11862983475
285,285,1630132,11863178768
286,286,1630132,11863264142
287,287,1630132,11863245531
288,288,1630132,11865443103
289,289,1630132,11863407611
290,290,1630132,11862963019
291,291,1630132,11862968890
292,292,1630132,11862995125
293,293,1630132,11862974968
294,294,1630132,11863655724
295,295,1630132,11862962932
296,296,1630132,11949206338
297,297,1630132,11937589425
298,298,1630132,11937787330
299,299,1630132,11938362004
300,300,1630132,11928306426
301,301,1630132,11927971768
302,302,1630132,11928470039
303,303,1630132,11928358679
304,304,1630132,11930207620
305,305,1630132,11928121860
306,306,1630132,11928102328
307,307,1630132,11928078183
308,0,11270161,11721101547
309,1,11270161,11712213548
310,2,11270161,11705443771
311,3,11270161,11698562963
312,4,11270161,11689846544
313,5,11270161,11681620687
314,6,11270161,11776224892
319,11,11270161,11776304501
321,13,11270161,11769730173
322,14,11270161,11759087169
326,18,11270161,11754923949
327,19,11270161,11750876765
328,20,11270161,11750877573
329,21,11270161,11750882092
330,22,11270161,11750881565
331,23,11270161,11742911970
332,24,11270161,11736139632
333,25,11270161,11831517840
339,31,11270161,11823070529
345,37,11270161,11823007339
346,38,11270161,11814812745
347,39,11270161,11814674948
348,40,11270161,11814224581
349,41,11270161,11807442656
355,47,11270161,11807779989
356,48,11270161,11799765177
358,50,11270161,11799396923
363,55,11270161,11790852125
368,60,11270161,11782748702
369,61,11270161,11782770400
370,62,11270161,11782745072
371,63,11270161,11782752543
372,64,11270161,11782901053
373,65,11270161,11888059393
374,66,11270161,11888088637
375,67,11270161,11884094817
376,68,11270161,11879264274
377,69,11270161,11879256600
378,70,11270161,11879326952
379,71,11270161,11879189473
380,72,11270161,11870774504
386,78,11270161,11870782839
387,79,11270161,11865304621
388,80,11270161,11865321539
393,85,11270161,11862966323
394,86,11270161,11855110231
395,87,11270161,11855207322
396,88,11270161,11855401666
397,89,11270161,11855069786
398,90,11270161,11854820618
399,91,11270161,11847115786
400,92,11270161,11846982763
401,93,11270161,11847000014
402,94,11270161,11847071600
403,95,11270161,11847301183
404,96,11270161,11836675364
405,97,11270161,11836346024
406,98,11270161,11836364229
407,99,11270161,11844153043
408,100,11270161,11836367581
409,101,11270161,11946011622
410,102,11270161,11944474458
411,103,11270161,11942530972
412,104,11270161,11942545677
413,105,11270161,11937427699
414,106,11270161,11937429446
415,107,11270161,11928428474
416,108,11270161,11928427535
417,109,11270161,11928205727
418,110,11270161,11920065876
419,111,11270161,11920072362
420,112,11270161,11911433254
421,113,11270161,11911444356
422,114,11270161,11911437300
423,115,11270161,11911311097
424,116,11270161,11911310350
425,117,11270161,11911299688
426,118,11270161,11911446234
427,119,11270161,11911415648
428,120,11270161,11903298979
429,121,11270161,11902932443
430,122,11270161,11903116096
431,123,11270161,11902908229
432,124,11270161,11903232756
433,125,11270161,11892694027
434,126,11270161,11892696485
435,127,11270161,11892695304
436,128,11270161,11892696814
437,129,11270161,11892935187
438,0,189040,11721650363
439,1,189040,11721711184
440,2,189040,11725301643
441,3,189040,11722688715
442,4,189040,11723452917
443,5,189040,11722260188
444,6,189040,11721186900
445,7,189040,11721466969
446,8,189040,11721660820
447,9,189040,11721765554
448,10,189040,11722884125
449,11,189040,11720252929
450,12,189040,11722807248
451,13,189040,11721043292
452,14,189040,11723575081
453,15,189040,11722000866
454,16,189040,11721383781
455,17,189040,11722207902
456,18,189040,11721345355
457,19,189040,11723366122
458,20,189040,11723115809
459,21,189040,11721409896
460,22,189040,11721793797
461,23,189040,11721696893
462,24,189040,11710598642
463,25,189040,11705573311
464,26,189040,11697626020
465,27,189040,11697600623
466,28,189040,11697717196
467,29,189040,11689320254
468,30,189040,11680840376
469,31,189040,11680778917
470,32,189040,11671650764
472,34,189040,11776480456
477,39,189040,11776595544
480,42,189040,11776288423
482,44,189040,11776341080
484,46,189040,11776343217
485,47,189040,11776417449
486,48,189040,11780040725
487,49,189040,11776098230
490,52,189040,11776247990
494,56,189040,11776542459
498,60,189040,11776611986
499,61,189040,11776623238
500,62,189040,11777655055
507,69,189040,11768841163
512,74,189040,11768975522
513,75,189040,11768756300
517,79,189040,11769004564
519,81,189040,11769314737
521,83,189040,11772271427
522,84,189040,11768766941
523,85,189040,11769525451
524,86,189040,11768685350
526,88,189040,11769032513
528,90,189040,11769117469
529,91,189040,11768886061
530,92,189040,11758961818
531,93,189040,11758730286
532,94,189040,11758747999
533,95,189040,11758729097
534,96,189040,11758876743
535,97,189040,11758839474
536,98,189040,11754129899
537,99,189040,11751027347
538,100,189040,11750968708
539,101,189040,11757899180
540,102,189040,11750834749
541,103,189040,11743138184
542,104,189040,11735939546
543,105,189040,11739102003
544,106,189040,11727323744
551,113,189040,11831950792
552,114,189040,11831400691
554,116,189040,11831325805
555,117,189040,11831683579
557,119,189040,11831394068
559,121,189040,11831441901
565,127,189040,11831276743
567,129,189040,11831892526
570,132,189040,11831394675
576,138,189040,11823084176
578,140,189040,11823031767
580,142,189040,11823273997
585,147,189040,11823069942
586,148,189040,11823011897
587,149,189040,11823175624
588,150,189040,11823273995
590,152,189040,11823128743
591,153,189040,11823271418
593,155,189040,11823211484
594,156,189040,11823011462
595,157,189040,11823326589
602,164,189040,11823389709
603,165,189040,11823257792
605,167,189040,11823423176
606,168,189040,11814814496
607,169,189040,11814816584
608,170,189040,11814572735
609,171,189040,11812697753
617,179,189040,11807420586
618,180,189040,11807727373
619,181,189040,11807415616
623,185,189040,11807403399
626,188,189040,11807677215
627,189,189040,11807940658
633,195,189040,11807787815
634,196,189040,11807553542
635,197,189040,11807427430
636,198,189040,11807629728
637,199,189040,11808532275
638,200,189040,11807510219
640,202,189040,11807634712
642,204,189040,11807677211
645,207,189040,11799560386
649,211,189040,11799630232
651,213,189040,11800418258
652,214,189040,11799730116
656,218,189040,11799361855
657,219,189040,11799381367
658,220,189040,11799371750
664,226,189040,11799371638
665,227,189040,11800423380
666,228,189040,11799666987
668,230,189040,11799621926
669,231,189040,11799481640
670,232,189040,11800748560
676,238,189040,11799779436
682,244,189040,11791032603
688,250,189040,11791103836
690,252,189040,11790881991
692,254,189040,11791101380
699,261,189040,11791107235
701,263,189040,11797009337
702,264,189040,11783103276
704,266,189040,11782809865
705,267,189040,11783027749
706,268,189040,11782718042
707,269,189040,11782844337
708,270,189040,11782699242
709,271,189040,11782703893
710,272,189040,11782918350
711,273,189040,11782979729
712,274,189040,11782717005
713,275,189040,11782708267
714,276,189040,11783051406
715,277,189040,11782716666
716,278,189040,11782698518
717,279,189040,11782691416
718,280,189040,11782763220
719,281,189040,11782776012
720,282,189040,11782737027
721,283,189040,11782844790
727,289,189040,11888208545
728,290,189040,11889044665
730,292,189040,11888107918
736,298,189040,11888399026
737,299,189040,11888264120
738,300,189040,11888151728
739,301,189040,11888274807
741,303,189040,11879422146
742,304,189040,11879469168
743,305,189040,11879115140
744,306,189040,11879075882
745,307,189040,11878996396
746,308,189040,11879178698
747,309,189040,11879361344
748,310,189040,11879079428
749,311,189040,11879168103
750,312,189040,11879387426
751,313,189040,11879303196
752,314,189040,11879364271
753,315,189040,11879165867
754,316,189040,11879432244
755,317,189040,11870981461
756,318,189040,11870981477
762,324,189040,11870822204
764,326,189040,11870803055
765,327,189040,11870985660
766,328,189040,11870772577
768,330,189040,11870805618
774,336,189040,11871613297
775,337,189040,11871646642
777,339,189040,11870717924
781,343,189040,11871543743
785,347,189040,11870765490
787,349,189040,11871069410
792,354,189040,11863371840
793,355,189040,11863065151
794,356,189040,11862971764
795,357,189040,11863092360
796,358,189040,11863263950
799,361,189040,11862963772
802,364,189040,11863267878
809,371,189040,11863110866
810,372,189040,11863366362
811,373,189040,11862973978
812,374,189040,11863009933
818,380,189040,11863539678
820,382,189040,11855165192
822,384,189040,11854756685
823,385,189040,11854830408
824,386,189040,11854996612
825,387,189040,11854748215
826,388,189040,11854985435
827,389,189040,11855432874
828,390,189040,11854824386
829,391,189040,11855145248
830,392,189040,11854885996
831,393,189040,11854953145
832,394,189040,11941002639
833,395,189040,11854832266
834,396,189040,11854907058
835,397,189040,11855686153
836,398,189040,11854786092
837,399,189040,11854886630
838,400,189040,11855511196
839,401,189040,11855897404
840,402,189040,11854946692
841,403,189040,11855140265
842,404,189040,11855102640
843,405,189040,11855107469
844,406,189040,11855370566
846,408,189040,11847513628
847,409,189040,11847034694
848,410,189040,11846958096
849,411,189040,11847283494
850,412,189040,11847071287
851,413,189040,11847288551
852,414,189040,11941002569
853,415,189040,11847065252
854,416,189040,11847553225
855,417,189040,11847387955
856,418,189040,11846965249
857,419,189040,11847097424
858,420,189040,11847489927
859,421,189040,11847216988
860,422,189040,11847246799
861,423,189040,11847114817
862,424,189040,11846997690
863,425,189040,11846986646
864,426,189040,11846973666
865,427,189040,11847165590
866,428,189040,11846980646
867,429,189040,11847053171
868,430,189040,11847151463
869,431,189040,11846981816
870,432,189040,11846997128
871,433,189040,11847000579
872,434,189040,11847019947
873,435,189040,11847145913
874,436,189040,11847206871
875,437,189040,11847275528
876,438,189040,11847470704
877,439,189040,11836733699
878,440,189040,11836630080
879,441,189040,11836626138
880,442,189040,11836626200
881,443,189040,11945512739
882,444,189040,11941872944
883,445,189040,11941865093
884,446,189040,11937791743
885,447,189040,11937614270
886,448,189040,11937055480
887,449,189040,11937941790
888,450,189040,11937908916
889,451,189040,11937242924
890,452,189040,11941002480
891,453,189040,11937340173
892,454,189040,11937584291
893,455,189040,11937365380
894,456,189040,11937347411
895,457,189040,11937461478
896,458,189040,11937287798
897,459,189040,11937538210
898,460,189040,11937793821
900,462,189040,11928926853
901,463,189040,11928166321
902,464,189040,11928284750
903,465,189040,11929114904
904,466,189040,11928176233
905,467,189040,11928316944
906,468,189040,11928398403
907,469,189040,11928386325
908,470,189040,11928165335
910,472,189040,11920156093
911,473,189040,11930207623
912,474,189040,11920215488
913,475,189040,11920122780
914,476,189040,11920007642
915,477,189040,11922330660
917,479,189040,11911413110
918,480,189040,11911307492
920,482,189040,11911637984
921,483,189040,11911749202
922,484,189040,11911516419
923,485,189040,11930207646
924,486,189040,11912097955
925,487,189040,11911832322
926,488,189040,11911884570
927,489,189040,11911292499
928,490,189040,11912059397
929,491,189040,11911529444
930,492,189040,11911560082
931,493,189040,11911413776
932,494,189040,11911412130
933,495,189040,11911645561
934,496,189040,11911432326
935,497,189040,11911398309
936,498,189040,11911327829
937,499,189040,11911632529
938,500,189040,11911396823
939,501,189040,11911521912
940,502,189040,11911396229
941,503,189040,11911580938
942,504,189040,11911601519
943,505,189040,11911514762
944,506,189040,11911629579
945,507,189040,11911430928
946,508,189040,11903170826
948,510,189040,11903179618
949,511,189040,11902979795
950,512,189040,11902910288
951,513,189040,11903125943
952,514,189040,11903046650
953,515,189040,11902950562
954,516,189040,11903095374
955,517,189040,11903629630
956,518,189040,11902894250
957,519,189040,11903093385
958,520,189040,11903257470
959,521,189040,11903132583
960,522,189040,11930207667
961,523,189040,11903049269
962,524,189040,11903105093
963,525,189040,11902988056
964,526,189040,11902906394
965,527,189040,11903118136
966,528,189040,11903109343
967,529,189040,11903131120
968,530,189040,11903015939
969,531,189040,11902955769
970,532,189040,11903055859
971,533,189040,11932626101
972,534,189040,11903013662
973,535,189040,11905660675
974,536,189040,11904294969
975,537,189040,11893119649
976,538,189040,11894433226
977,539,189040,11893013919
978,0,6021015,11674106895
979,1,6021015,11673319992
984,6,6021015,11780284115
985,7,6021015,11779689541
989,11,6021015,11776401252
990,12,6021015,11776680944
995,17,6021015,11769056885
1001,23,6021015,11831418198
1005,27,6021015,11831450103
1006,28,6021015,11831417446
1011,33,6021015,11823035685
1013,35,6021015,11823065020
1016,38,6021015,11823222634
1017,39,6021015,11823568251
1019,41,6021015,11815257809
1022,44,6021015,11807842601
1026,48,6021015,11807372444
1028,50,6021015,11807510098
1030,52,6021015,11808091099
1037,59,6021015,11799356427
1039,61,6021015,11805220975
1040,62,6021015,11800009281
1041,63,6021015,11799329388
1048,70,6021015,11791203846
1050,72,6021015,11791129903
1052,74,6021015,11790875892
1053,75,6021015,11791209973
1056,78,6021015,11782971140
1057,79,6021015,11782830995
1058,80,6021015,11782721470
1061,83,6021015,11782897109
1062,84,6021015,11782717925
1064,86,6021015,11788264905
1067,89,6021015,11889178710
1071,93,6021015,11878904744
1072,94,6021015,11880051327
1073,95,6021015,11879256941
1074,96,6021015,11879553010
1075,97,6021015,11879360116
1080,102,6021015,11871769566
1083,105,6021015,11870761258
1085,107,6021015,11870713848
1086,108,6021015,11870923906
1092,114,6021015,11855341948
1094,116,6021015,11854859845
1097,119,6021015,11854878096
1098,120,6021015,11854990908
1100,122,6021015,11985348208
1107,129,6021015,11928159633
1109,131,6021015,11920501239
1110,132,6021015,11920486806
1111,133,6021015,11920486712
1112,134,6021015,11920084071
1113,135,6021015,11920157705
1114,136,6021015,11920119042
1115,137,6021015,11920084736
1116,138,6021015,11920194220
1117,139,6021015,11920107090
1118,140,6021015,11920115138
1122,144,6021015,11911460086
1126,148,6021015,11911389682
1128,150,6021015,11911420272
1129,151,6021015,11911661986
1131,0,19005138,11776946064
1143,12,19005138,11776296421
1144,13,19005138,11776671305
1145,14,19005138,11776651619
1147,16,19005138,11768839338
1159,28,19005138,11769017698
1160,29,19005138,11768659616
1162,31,19005138,11758771201
1163,32,19005138,11831409572
1170,39,19005138,11823052734
1173,42,19005138,11823722641
1179,48,19005138,11823359966
1183,52,19005138,11823357973
1187,56,19005138,11814776759
1188,57,19005138,11807395843
1198,67,19005138,11807402577
1200,69,19005138,11807488149
1203,72,19005138,11799465564
1211,80,19005138,11799566809
1216,85,19005138,11799396535
1217,86,19005138,11791306699
1220,89,19005138,11790907129
1229,98,19005138,11783285972
1231,100,19005138,11782715953
1232,101,19005138,11782853943
1233,102,19005138,11783122277
1235,104,19005138,11783161745
1239,108,19005138,11782721502
1242,111,19005138,11783196847
1243,112,19005138,11888072144
1244,113,19005138,11888992214
1245,114,19005138,11888243657
1246,115,19005138,11888328767
1247,116,19005138,11888260345
1248,117,19005138,11879129373
1249,118,19005138,11879261058
1251,120,19005138,11879827308
1253,122,19005138,11879475611
1256,125,19005138,11879161684
1257,126,19005138,11870934198
1262,131,19005138,11870919049
1268,137,19005138,11871150997
1271,140,19005138,11863235357
1281,150,19005138,11863256855
1285,154,19005138,11855229002
1286,155,19005138,11855129670
1287,156,19005138,11855126568
1288,157,19005138,11855182325
1289,158,19005138,11836541816
50,50,23069503,11816096613
93,93,23069503,11783162436
114,114,23069503,11879690985
116,116,23069503,11879184047
164,164,23069503,11836767938
165,165,23069503,11836688523
166,166,23069503,11836643200
167,167,23069503,11947003556
168,168,23069503,11943298882
179,179,23069503,11928234445
182,182,23069503,11920111638
183,183,23069503,11920771458
184,184,23069503,11920216929
185,185,23069503,11920117131
186,186,23069503,11920085451
187,187,23069503,11922188606
188,188,23069503,11920183596
212,212,23069503,11892967310
213,213,23069503,11899910663
214,0,16874183,11710394836
215,1,16874183,11710421552
216,2,16874183,11776744054
225,11,16874183,11776269455
227,13,16874183,11758649083
228,14,16874183,11758623896
229,15,16874183,11758624921
230,16,16874183,11758605659
231,17,16874183,11750952490
232,18,16874183,11751057407
233,19,16874183,11750958101
234,20,16874183,11751011421
235,21,16874183,11831653307
241,27,16874183,11823016594
248,34,16874183,11823071845
251,37,16874183,11814609975
252,38,16874183,11807415714
254,40,16874183,11807437355
262,48,16874183,11799347611
269,55,16874183,11799444728
272,58,16874183,11790837469
279,65,16874183,11790848318
282,68,16874183,11782917983
285,71,16874183,11782693403
288,74,16874183,11782768468
291,77,16874183,11782767667
293,79,16874183,11881002032
297,83,16874183,11879511801
299,85,16874183,11870742015
307,93,16874183,11870812168
310,96,16874183,11862968718
317,103,16874183,11862951582
318,104,16874183,11863024334
320,106,16874183,11855472774
326,112,16874183,11854852266
328,114,16874183,11854781914
330,116,16874183,11846980518
331,117,16874183,11846978646
333,119,16874183,11847010843
335,121,16874183,11847050447
340,0,2119306,11718978722
341,1,2119306,11730921497
342,2,2119306,11712829163
343,3,2119306,11705039009
344,4,2119306,11689970339
345,5,2119306,11689972653
346,6,2119306,11689910622
347,7,2119306,11689954959
348,8,2119306,11673248180
349,9,2119306,11845188453
356,16,2119306,11776207629
357,17,2119306,11768558250
364,24,2119306,11768498764
365,25,2119306,11758853025
366,26,2119306,11750968951
367,27,2119306,11750805130
368,28,2119306,11750964217
369,29,2119306,11750035039
370,30,2119306,11750212153
371,31,2119306,11727301588
372,32,2119306,11730930445
384,44,2119306,11815272249
385,45,2119306,11815271800
386,46,2119306,11814738016
387,47,2119306,11812920423
414,74,2119306,11884143530
425,85,2119306,11863067052
432,92,2119306,11847033678
438,98,2119306,11836574625
439,99,2119306,11836588999
440,100,2119306,11950813488
441,101,2119306,11950813144
442,102,2119306,11950814643
447,107,2119306,11928335644
450,110,2119306,11920093074
452,112,2119306,11917943091
463,123,2119306,11892932493
464,124,2119306,11892890696
465,0,13125039,11722253480
466,1,13125039,11721269203
467,2,13125039,11721701093
468,3,13125039,11710974466
469,4,13125039,11703864267
470,5,13125039,11698628971
471,6,13125039,11682118125
472,7,13125039,11672580471
479,14,13125039,11776281154
483,18,13125039,11777858463
484,19,13125039,11769141154
492,27,13125039,11769812210
495,30,13125039,11758927310
496,31,13125039,11758755148
497,32,13125039,11751364850
498,33,13125039,11735014062
499,34,13125039,11726858098
503,38,13125039,11831867860
505,40,13125039,11831405540
512,47,13125039,11823019920
518,53,13125039,11823402949
519,54,13125039,11816208496
520,55,13125039,11816222262
521,56,13125039,11816209842
522,57,13125039,11812724289
523,58,13125039,11808324456
532,67,13125039,11807698280
543,78,13125039,11799520453
561,96,13125039,11888417672
571,106,13125039,11880162596
572,107,13125039,11871368494
573,108,13125039,11863409859
578,113,13125039,11862953178
588,123,13125039,11854948475
590,125,13125039,11847605355
591,126,13125039,11847606001
595,130,13125039,11958502858
596,131,13125039,11958502809
597,132,13125039,11937478050
602,137,13125039,11937905694
603,138,13125039,11928185136
604,139,13125039,11928180858
607,142,13125039,11920125634
610,145,13125039,11920125750
615,150,13125039,11911438023
618,153,13125039,11911831857
619,154,13125039,11903628813
625,160,13125039,11902886916
629,0,620617,11723085130
632,3,620617,11697204182
641,12,620617,11776490108
645,16,620617,11776395670
666,37,620617,11768925264
670,41,620617,11831985439
671,42,620617,11831625813
675,46,620617,11831440486
676,47,620617,11831824879
684,55,620617,11823062080
695,66,620617,11823349997
699,70,620617,11814418245
711,82,620617,11807790198
718,89,620617,11809839315
733,104,620617,11799531367
740,111,620617,11799707614
742,113,620617,11791068076
743,114,620617,11791693463
744,115,620617,11791464202
745,116,620617,11791239035
746,117,620617,11782950439
750,121,620617,11782740356
752,123,620617,11783491721
761,132,620617,11782893824
763,134,620617,11783918068
767,138,620617,11782862647
769,140,620617,11888056703
772,143,620617,11888055971
773,144,620617,11888134699
774,145,620617,11879374010
792,163,620617,11870858216
793,164,620617,11871009489
809,180,620617,11863281136
810,181,620617,11863386682
816,187,620617,11854920959
817,188,620617,11855022051
822,193,620617,11847443686
826,197,620617,11847103047
829,200,620617,11846993740
831,202,620617,11847219047
834,205,620617,11847039852
838,209,620617,11945289339
839,210,620617,11937655705
840,211,620617,11937822825
841,212,620617,11937457455
842,213,620617,11937631026
843,214,620617,11937560367
844,215,620617,11937504255
845,216,620617,11928447763
847,218,620617,11928435787
848,219,620617,11928388327
850,221,620617,11933857362
863,234,620617,11911512028
868,239,620617,11911437653
869,240,620617,11911598153
876,247,620617,11908883478
878,249,620617,11902981490
883,254,620617,11904112794
885,0,5571896,11720351760
886,1,5571896,11720319430
887,2,5571896,11710284089
888,3,5571896,11704387577
889,4,5571896,11696212912
890,5,5571896,11687785324
891,6,5571896,11679831601
892,7,5571896,11672437870
893,8,5571896,11776365494
894,9,5571896,11776506527
898,13,5571896,11776557016
899,14,5571896,11776206740
900,15,5571896,11776346227
901,16,5571896,11768786395
902,17,5571896,11768890993
906,21,5571896,11769786779
907,22,5571896,11768867968
908,23,5571896,11769108439
909,24,5571896,11758460558
910,25,5571896,11758493807
911,26,5571896,11758468129
912,27,5571896,11751511379
913,28,5571896,11751307741
914,29,5571896,11751346043
915,30,5571896,11750974901
916,31,5571896,11751333945
917,32,5571896,11734330559
918,33,5571896,11726708944
919,34,5571896,11831573379
920,35,5571896,11831964052
921,36,5571896,11831508287
924,39,5571896,11823137085
925,40,5571896,11823362166
926,41,5571896,11823324054
